Country;Year;Total CO2 (including Land-Use Change and Forestry) (MtCO2);Total CH4 (including Land-Use Change and Forestry) (MtCO2e);Total N2O (including Land-Use Change and Forestry) (MtCO2e)
Tonga;2010;0.117248;0.12035561;0.080145698
Tonga;2011;0.102592;0.121393955;0.063932306
Tonga;2012;0.18884;0.122992299;0.078508915
Trinidad & Tobago;1990;1.793.416;0.650197;0.25367
Trinidad & Tobago;1991;17.104.114;0.651434154;0.257635436
Trinidad & Tobago;1992;16.053.054;0.643451308;0.259630871
Trinidad & Tobago;1993;16.487.858;0.645068463;0.241016307
Trinidad & Tobago;1994;17.513.996;0.644415617;0.235291742
Trinidad & Tobago;1995;17.580.604;0.640442771;0.243467178
Trinidad & Tobago;1996;19.107.916;0.649952162;0.265218652
Trinidad & Tobago;1997;19.644.116;0.643141553;0.259270125
Trinidad & Tobago;1998;21.495.686;0.642010944;0.254501599
Trinidad & Tobago;1999;22.407.956;0.639520336;0.256583073
Trinidad & Tobago;2000;23.192.344;0.639979727;0.286144546
Trinidad & Tobago;2001;2.529.936;0.637234676;0.262312653
Trinidad & Tobago;2002;26.567.034;0.642119626;0.431510759
Trinidad & Tobago;2003;25.906.496;0.637914576;0.292878866
Trinidad & Tobago;2004;27.697.296;0.639729525;0.285506972
Trinidad & Tobago;2005;33.723.572;0.634184475;0.289745079
Trinidad & Tobago;2006;3.752.389;0.633898961;0.284889885
Trinidad & Tobago;2007;39.179.102;0.638733446;0.276834692
Trinidad & Tobago;2008;3.787.984;0.634457932;0.407169498
Trinidad & Tobago;2009;37.584.352;0.636412418;0.318574305
Trinidad & Tobago;2010;40.418.036;0.654106904;0.399769111
Trinidad & Tobago;2011;39.937.366;0.639454345;0.295651247
Trinidad & Tobago;2012;38.997.676;0.642111785;0.380393382
Tunisia;1990;13.750.106;3.475.541.454;2.065.664.314
Tunisia;1991;137.793;3.547.231.022;2.266.797.183
Tunisia;1992;14.535.596;3.589.140.589;2.281.380.052
Tunisia;1993;16.248.994;3.720.310.157;2.341.542.921
Tunisia;1994;16.393.264;3.637.099.725;211.876.579
Tunisia;1995;16.772.418;3.644.789.292;2.059.048.658
Tunisia;1996;17.325.984;3.846.900.109;2.462.650.395
Tunisia;1997;18.027.608;3.823.130.926;2.294.302.131
Tunisia;1998;18.829.056;3.932.041.743;2.493.873.867
Tunisia;1999;19.789.118;4.034.192.561;2.592.055.603
Tunisia;2000;20.932.006;4.163.703.378;2.614.567.339
Tunisia;2001;21.743.332;4.187.434.903;2.596.484.733
Tunisia;2002;21.754.516;4.205.416.427;2.409.482.127
Tunisia;2003;21.920.244;4.160.137.952;2.594.669.521
Tunisia;2004;23.003.864;4.203.519.477;2.603.206.915
Tunisia;2005;2.372.863;4.289.011.002;2.728.804.308
Tunisia;2006;24.047.272;4.380.516.957;272.634.415
Tunisia;2007;24.319.606;4.451.292.912;2.675.393.992
Tunisia;2008;24.933.572;4.439.668.867;2.712.483.834
Tunisia;2009;25.154.444;4.481.784.821;2.940.283.676
Tunisia;2010;26.967.732;4.487.720.776;2.801.233.518
Tunisia;2011;25.486.872;4.496.708.403;2.807.276.112
Tunisia;2012;225.087;450.620.603;2.995.328.707
Turkey;1990;133.019.108;392.070.577;2.452.221.148
Turkey;1991;122.051.682;4.075.650.164;2.426.984.054
Turkey;1992;128.461.614;4.406.174.559;262.373.296
Turkey;1993;135.547.616;4.663.221.954;2.818.949.866
Turkey;1994;132.929.874;4.906.857.348;2.661.848.772
Turkey;1995;148.695.606;5.146.874.743;2.780.465.679
Turkey;1996;165.867.966;5.281.305.575;278.401.777
Turkey;1997;174.232.304;5.424.205.407;2.792.100.862
Turkey;1998;17.639.864;5.489.997.239;2.906.448.954
Turkey;1999;173.232.186;5.628.440.071;2.916.047.045
Turkey;2000;197.629.078;5.781.146.903;2.858.629.137
Turkey;2001;168.201.568;5.694.241.071;2.597.023.764
Turkey;2002;17.934.429;5.592.191.238;2.556.770.391
Turkey;2003;19.052.923;5.519.954.406;2.541.921.019
Turkey;2004;197.564.324;5.434.408.574;2.550.419.646
Turkey;2005;208.729.816;5.457.357.742;2.529.200.273
Turkey;2006;23.414.585;5.550.577.815;2.535.466.899
Turkey;2007;260.554.976;5.615.392.888;2.463.949.525
Turkey;2008;261.372.252;5.642.028.962;225.563.015
Turkey;2009;25.417.648;5.630.499.035;2.476.265.776
Turkey;2010;268.169.838;5.626.826.108;2.331.421.402
Turkey;2011;288.404.802;5.783.330.587;2.425.990.854
Turkey;2012;303.413.467;6.006.274.065;2.499.175.307
Turkmenistan;1990;;;
Turkmenistan;1991;;;
Turkmenistan;1992;281.596;215.619.228;2.166.272.219
Turkmenistan;1993;266.896;2.135.790.744;2.467.654.683
Turkmenistan;1994;3.286.808;2.090.257.208;2.405.357.146
Turkmenistan;1995;33.386.176;2.041.219.673;2.462.509.609
Turkmenistan;1996;29.663.504;2.144.790.565;248.985.702
Turkmenistan;1997;29.913.504;2.201.811.458;2.631.974.431
Turkmenistan;1998;30.563.504;2.316.053.351;2.171.491.842
Turkmenistan;1999;35.723.504;2.447.317.244;2.467.209.253
Turkmenistan;2000;36.783.504;2.589.452.136;2.715.266.664
Turkmenistan;2001;37.620.174;2.740.788.266;295.736.382
Turkmenistan;2002;39.440.174;2.926.873.396;2.717.380.976
Turkmenistan;2003;44.020.174;3.125.497.526;3.231.278.132
Turkmenistan;2004;4.599.147;3.284.048.656;3.324.855.288
Turkmenistan;2005;47.849.102;3.431.382.786;3.414.732.443
Turkmenistan;2006;4.955.396;350.418.084;3.629.872.751
Turkmenistan;2007;56.144.952;3.542.796.894;3.652.773.059
Turkmenistan;2008;5.868.856;3.638.817.948;3.876.883.367
Turkmenistan;2009;5.109.942;3.674.203.002;3.818.743.675
Turkmenistan;2010;5.784.345;3.742.063.056;3.956.513.982
Turkmenistan;2011;63.027.052;3.820.129.649;3.705.421.094
Turkmenistan;2012;6.521.140.364;3.928.186.243;3.777.798.206
Uganda;1990;19.053.516;6.786.901.236;7.146.329.685
Uganda;1991;19.082.524;7.096.222.558;7.350.918.244
Uganda;1992;19.096.876;7.297.723.879;7.474.886.803
Uganda;1993;19.092.918;75.590.052;7.651.925.362
Uganda;1994;19.026.662;7.498.896.521;7.595.983.921
Uganda;1995;19.260.854;7.727.157.843;774.368.248
Uganda;1996;19.414.866;7.645.774.739;7.712.565.532
Uganda;1997;19.408.252;8.181.331.636;8.229.208.584
Uganda;1998;19.694.412;8.681.618.532;8.818.081.636
Uganda;1999;19.701.656;8.584.725.429;8.547.454.688
Uganda;2000;19.841.282;8.318.632.326;852.152.774
Uganda;2001;19.742.108;8.059.069.233;8.650.575.025
Uganda;2002;2.001.323;831.010.614;882.294.231
Uganda;2003;20.097.414;9.253.083.048;9.914.709.595
Uganda;2004;2.039.753;9.155.259.955;964.543.688
Uganda;2005;20.585.752;1.005.824.686;1.093.046.417
Uganda;2006;20.282.496;8.915.767.549;9.322.645.082
Uganda;2007;20.685.542;1.010.141.824;10.919.106
Uganda;2008;20.848.888;1.326.969.892;1.316.594.691
Uganda;2009;21.283.814;1.324.931.961;1.286.653.783
Uganda;2010;21.329.996;138.077.803;1.365.323.875
Uganda;2011;21.549.904;1.392.248.294;1.346.715.175
Uganda;2012;2.032.909;1.480.615.559;1.427.630.475
Ukraine;1990;;;
Ukraine;1991;;;
Ukraine;1992;582.559.316;1.306.598.233;3.696.092.942
Ukraine;1993;4.481.304;121.108.905;3.242.053.025
Ukraine;1994;36.768.152;1.125.908.267;2.988.011.108
Ukraine;1995;350.147.366;1.023.549.385;268.276.019
Ukraine;1996;296.483.138;9.854.788.652;2.338.842.438
Ukraine;1997;279.187.102;9.419.421.458;2.301.801.685
Ukraine;1998;25.961.643;8.928.267.264;2.091.433.932
Ukraine;1999;255.688.322;872.607.207;1.978.158.179
Ukraine;2000;246.494.468;8.512.278.876;1.934.609.426
Ukraine;2001;276.312.936;8.320.810.516;1.996.640.994
Ukraine;2002;280.181.464;8.391.291.156;2.069.966.562
Ukraine;2003;311.215.166;8.477.781.795;188.394.813
Ukraine;2004;294.170.434;8.236.112.435;1.954.083.699
Ukraine;2005;288.047.958;8.116.539.075;1.929.219.267
Ukraine;2006;294.279.852;804.245.364;2.026.151.317
Ukraine;2007;29.897.015;7.985.749.205;2.139.721.368
Ukraine;2008;289.454.656;7.851.106.771;2.430.065.419
Ukraine;2009;234.131.504;7.701.097.336;236.985.847
Ukraine;2010;252.558.544;7.653.651.901;249.305.452
Ukraine;2011;26.682.359;7.645.760.872;2.681.372.786
Ukraine;2012;2.621.882.173;7.633.842.842;2.634.681.051
United Arab Emirates;1990;55.667.502;1.530.282.054;2.809.244.574
United Arab Emirates;1991;60.625.848;1.573.806.497;2.954.645.804
United Arab Emirates;1992;58.851.998;1.617.433.939;3.099.077.035
United Arab Emirates;1993;61.418.036;1.661.219.382;3.220.248.265
United Arab Emirates;1994;6.753.977;1.705.251.824;3.364.699.495
United Arab Emirates;1995;7.205.309;1.749.333.267;3.494.270.725
United Arab Emirates;1996;80.028.144;1.795.000.748;3.603.350.522
United Arab Emirates;1997;80.871.536;1.840.683.229;3.699.400.319
United Arab Emirates;1998;84.700.094;188.680.071;3.799.330.116
United Arab Emirates;1999;86.510.824;1.933.064.191;3.911.829.913
United Arab Emirates;2000;8.978.772;1.978.468.671;400.054.971
United Arab Emirates;2001;9.018.579;2.038.552.181;4.320.081.742
United Arab Emirates;2002;100.532.338;209.863.669;4.746.003.773
United Arab Emirates;2003;106.890.952;2.158.714.199;5.146.335.805
United Arab Emirates;2004;112.368.276;2.216.134.708;5.281.727.837
United Arab Emirates;2005;11.559.562;2.282.033.218;5.499.529.869
United Arab Emirates;2006;123.307.752;2.336.557.913;5.982.811.022
United Arab Emirates;2007;134.491.604;2.391.305.609;6.258.872.175
United Arab Emirates;2008;156.548.224;2.446.466.305;6.358.173.328
United Arab Emirates;2009;158.570.996;250.321;6.941.564.481
United Arab Emirates;2010;162.792.492;2.549.996.696;6.933.105.634
United Arab Emirates;2011;168.505.908;2.576.249.401;71.335.481
United Arab Emirates;2012;181.084.958;2.601.271.106;7.352.240.566
United Kingdom;1990;562.996.736;1.188.944.549;5.843.807.003
United Kingdom;1991;573.985.008;1.145.893.523;553.855.138
United Kingdom;1992;558.135.128;1.106.971.898;5.250.446.757
United Kingdom;1993;546.450.274;1.066.540.972;5.044.081.134
United Kingdom;1994;541.388.086;1.028.364.046;4.919.416.511
United Kingdom;1995;53.020.784;9.844.695.207;4.713.685.888
United Kingdom;1996;549.597.494;9.404.359.804;4.614.434.122
United Kingdom;1997;527.856.386;89.271.244;4.356.554.356
United Kingdom;1998;532.509.202;8.480.054.997;411.099.559
United Kingdom;1999;529.846.648;8.012.522.593;3.889.171.824
United Kingdom;2000;537.575.838;747.322.819;3.571.859.058
United Kingdom;2001;542.828.668;6.946.339.961;3.444.216.433
United Kingdom;2002;527.299.582;6.546.458.732;3.377.197.808
United Kingdom;2003;53.945.385;6.217.734.503;3.274.042.182
United Kingdom;2004;540.186.004;5.869.390.275;3.179.914.557
United Kingdom;2005;53.809.828;5.526.004.046;3.073.546.932
United Kingdom;2006;54.064.377;5.451.244.227;3.038.790.206
United Kingdom;2007;527.473.638;5.364.442.409;2.979.342.481
United Kingdom;2008;50.715.274;5.269.449.591;2.915.391.755
United Kingdom;2009;459.142.628;5.180.178.773;291.700.403
United Kingdom;2010;476.186.088;5.158.488.954;2.898.488.304
United Kingdom;2011;43.924.761;5.112.436.514;2.878.406.033
United Kingdom;2012;4.606.912.552;5.078.693.074;2.860.013.763
United States;1990;471.314.737;6.707.100.844;2.683.599.063
United States;1991;4.583.410.294;6.676.119.463;2.710.133.827
United States;1992;463.891.407;6.672.479.482;2.786.046.292
United States;1993;4.760.582.814;6.644.998.601;2.852.356.256
United States;1994;4.842.612.958;664.593.842;2.895.080.121
United States;1995;4.895.319.288;6.627.380.239;2.930.621.985
United States;1996;5.056.986.144;6.563.830.684;2.949.919.092
United States;1997;5.233.972.386;6.474.772.728;2.910.762.199
United States;1998;5.223.302.044;6.429.443.972;2.901.779.006
United States;1999;5.252.482.002;6.392.926.317;2.861.737.012
United States;2000;5.440.271.492;6.301.630.961;2.796.220.419
United States;2001;5.344.207.934;6.225.277.384;2.756.104.566
United States;2002;5.278.084.508;6.208.053.008;2.724.079.812
United States;2003;5.351.550.136;6.136.000.631;2.744.009.059
United States;2004;5.463.737.474;6.153.860.654;2.728.615.505
United States;2005;5.460.505.952;6.084.790.077;2.655.533.752
United States;2006;5.328.819.224;6.163.654.303;2.688.072.673
United States;2007;5.414.425.998;6.324.541.628;2.739.693.994
United States;2008;522.272.025;6.401.549.453;2.685.401.515
United States;2009;4.821.480.726;6.525.214.278;2.661.830.735
United States;2010;5.055.359.786;6.598.777.003;2.675.378.756
United States;2011;491.722.344;660.464.924;2.715.842.855
United States;2012;4.703.336.128;6.619.232.377;2.720.017.053
Uruguay;1990;3.808.282;1.523.362.408;6.984.707.199
Uruguay;1991;-16.658.318;1.592.995.481;7.244.248.853
Uruguay;1992;-16.324.398;1.673.440.554;7.495.560.506
Uruguay;1993;-16.640.478;1.730.001.627;7.630.852.159
Uruguay;1994;-16.893.966;1.745.008.699;7.548.333.813
Uruguay;1995;-16.531.342;1.737.462.772;7.425.285.466
Uruguay;1996;-15.707.668;1.763.111.412;7.686.668.017
Uruguay;1997;-15.625.726;1.742.739.052;7.516.050.568
Uruguay;1998;-15.399.314;1.706.841.692;7.307.603.119
Uruguay;1999;-14.402.492;1.720.436.332;713.323.567
Uruguay;2000;-1.592.099;1.688.879.972;6.924.758.221
Uruguay;2001;-4.238.668;168.627.677;7.055.370.724
Uruguay;2002;-4.735.496;1.747.021.568;7.035.153.227
Uruguay;2003;-4.769.188;1.787.712.366;746.557.573
Uruguay;2004;-3.814.534;1.834.567.164;7.760.468.233
Uruguay;2005;-3.888.784;1.847.721.962;7.796.640.736
Uruguay;2006;-13.135.164;19.074.908;8.243.755.047
Uruguay;2007;-13.571.764;1.866.000.637;8.095.559.359
Uruguay;2008;-11.696.604;1.906.817.474;8.250.823.671
Uruguay;2009;-11.543.308;1.871.970.312;8.245.787.982
Uruguay;2010;-13.090.966;1.781.575.149;8.137.732.294
Uruguay;2011;-11.886.856;1.804.655.724;8.148.144.609
Uruguay;2012;-1.141.981;1.756.911.299;8.061.916.924
Uzbekistan;1990;;;
Uzbekistan;1991;;;
Uzbekistan;1992;117.068.528;6.547.421.437;8.728.478
Uzbekistan;1993;114.200.204;6.908.739.421;81.421.858
Uzbekistan;1994;112.609.212;7.271.153.405;81.337.636
Uzbekistan;1995;101.027.548;7.613.401.389;81.156.014
Uzbekistan;1996;102.168.086;7.729.693.399;73.663.498
Uzbekistan;1997;104.996.246;7.853.125.409;101.611.682
Uzbekistan;1998;116.962.038;799.950.842;100.059.366
Uzbekistan;1999;119.365.152;815.747.543;9.883.925
Uzbekistan;2000;117.430.656;829.797.844;97.839.134
Uzbekistan;2001;118.730.756;8.403.232.038;96.332.026
Uzbekistan;2002;123.637.736;8.549.895.636;61.882.418
Uzbekistan;2003;118.454.082;8.760.693.234;6.546.641
Uzbekistan;2004;115.142.966;8.915.654.832;68.148.002
Uzbekistan;2005;108.499.946;908.480.843;71.319.094
Uzbekistan;2006;11.201.646;9.325.687.386;1.094.789.581
Uzbekistan;2007;112.859.156;9.501.510.343;1.104.654.221
Uzbekistan;2008;115.143.762;9.716.695.299;1.147.286.862
Uzbekistan;2009;104.651.658;9.974.901.255;1.219.345.503
Uzbekistan;2010;10.227.596;1.021.073.221;1.255.066.143
Uzbekistan;2011;111.391.568;1.051.856.536;1.341.664.862
Uzbekistan;2012;1.147.410.708;1.084.628.651;1.405.286.581
Vanuatu;1990;0.163116;0.271841328;0.108859198
Vanuatu;1991;0.098192;0.280988917;0.112841979
Vanuatu;1992;0.098192;0.295126506;0.12033476
Vanuatu;1993;0.098192;0.311994095;0.12795754
Vanuatu;1994;0.098192;0.316871685;0.129000321
Vanuatu;1995;0.098192;0.319569274;0.129263102
Vanuatu;1996;0.116512;0.322034988;0.129944816
Vanuatu;1997;0.120176;0.325160702;0.130766531
Vanuatu;1998;0.116512;0.327606416;0.131358245
Vanuatu;1999;0.116512;0.327392131;0.13193996
Vanuatu;2000;0.112848;0.315777845;0.124861675
Vanuatu;2001;0.120206;0.30457399;0.118488545
Vanuatu;2002;0.116542;0.308820136;0.119975414
Vanuatu;2003;0.112878;0.318086281;0.124682284
Vanuatu;2004;0.08723;0.325062426;0.127969154
Vanuatu;2005;0.08723;0.332688572;0.131546024
Vanuatu;2006;-0.081428;0.336232056;0.133881979
Vanuatu;2007;-0.033796;0.38053554;0.158837935
Vanuatu;2008;-0.03746;0.384189024;0.161353891
Vanuatu;2009;-0.011812;0.367602508;0.151689846
Vanuatu;2010;-0.011812;0.376215993;0.155715802
Vanuatu;2011;0.013836;0.386060986;0.161040644
Vanuatu;2012;0.03708;0.39063598;0.163415487
Venezuela;1990;224.631.444;5.226.959.596;1.104.305.608
Venezuela;1991;220.871.608;5.464.474.089;1.128.229.942
Venezuela;1992;221.760.844;5.658.371.581;1.115.550.276
Venezuela;1993;227.395.134;5.810.323.073;1.090.655.609
Venezuela;1994;228.225.258;6.046.140.565;1.113.637.943
Venezuela;1995;236.309.532;6.241.757.058;1.125.243.277
Venezuela;1996;249.115.172;6.356.957.882;1.121.936.185
Venezuela;1997;254.662.412;6.517.397.706;1.131.877.093
Venezuela;1998;2.556.398;680.067.153;1.194.707
Venezuela;1999;238.887.854;6.822.078.354;1.127.497.908
Venezuela;2000;24.809.148;7.013.072.178;1.215.807.816
Venezuela;2001;260.003.812;6.930.590.162;1.220.329.976
Venezuela;2002;256.509.198;6.750.293.146;1.259.930.136
Venezuela;2003;249.505.618;684.156.013;1.391.902.296
Venezuela;2004;25.332.557;6.631.556.115;1.308.298.456
Venezuela;2005;281.121.956;6.601.866.099;1.346.130.616
Venezuela;2006;268.855.344;6.512.184.298;1.295.870.417
Venezuela;2007;267.713.462;6.491.138.496;1.335.430.217
Venezuela;2008;30.533.376;6.379.067.695;1.384.031.018
Venezuela;2009;303.711.534;6.269.555.893;1.366.937.819
Venezuela;2010;314.205.172;5.909.140.092;127.622.162
Venezuela;2011;296.274.748;5.784.606.331;1.229.243.484
Venezuela;2012;3.197.968.036;582.778.457;1.245.282.348
Vietnam;1990;4.085.385;3.976.523.015;1.246.349.689
Vietnam;1991;-31.068.598;4.144.602.939;1.383.743.972
Vietnam;1992;-28.510.544;4.311.408.863;1.373.724.254
Vietnam;1993;-23.617.086;4.448.416.786;1.424.227.537
Vietnam;1994;-20.467.664;455.887.471;165.062.582
Vietnam;1995;-15.544.468;4.717.852.634;1.641.572.102
Vietnam;1996;-11.043.936;496.932.511;1.779.816.683
Vietnam;1997;-4.628.196;5.154.918.585;1.742.111.264
Vietnam;1998;0.889666;5.495.498.061;1.967.584.845
Vietnam;1999;2.330.668;5.718.567.536;1.996.840.426
Vietnam;2000;8.010.956;5.888.890.012;2.082.036.007
Vietnam;2001;36.575.124;5.875.158.142;189.760.792
Vietnam;2002;49.664.598;6.055.094.272;2.009.093.833
Vietnam;2003;56.962.734;6.229.861.403;2.121.636.746
Vietnam;2004;72.884.228;6.438.151.533;2.361.744.659
Vietnam;2005;8.382.323;6.629.012.664;2.106.436.573
Vietnam;2006;84.514.134;6.709.326.954;2.089.748.149
Vietnam;2007;95.856.074;6.816.259.244;2.243.839.726
Vietnam;2008;108.157.774;6.801.440.534;2.138.456.302
Vietnam;2009;124.781.252;6.869.498.824;2.508.680.879
Vietnam;2010;144.670.328;6.957.550.115;2.290.507.456
Vietnam;2011;150.939.042;6.923.194.115;2.138.144.491
Vietnam;2012;159.597.865;6.969.523.115;2.103.797.525
World;1990;2.502.575.521;610.355.166;2.545.830.682
World;1991;2.438.299.081;6.093.147.249;2.536.627.415
World;1992;2.438.569.986;6.093.101.677;2.542.875.228
World;1993;2.452.246.119;6.073.086.185;2.533.685.161
World;1994;2.470.351.743;6.086.737.823;2.553.577.564
World;1995;2.533.042.887;6.090.529.072;2.598.162.207
World;1996;2.594.095.437;6.107.929.252;2.612.723.815
World;1997;2.625.555.169;6.195.681.962;2.615.434.173
World;1998;2.638.367.634;6.274.864.992;2.651.780.271
World;1999;2.650.172.996;6.280.495.252;2.645.235.249
World;2000;2.738.158.053;6.265.104.192;2.604.226.637
World;2001;280.007.989;6.291.120.669;2.611.426.271
World;2002;2.852.422.451;6.423.525.617;2.678.906.565
World;2003;2.970.049.576;6.514.878.665;27.036.344
World;2004;309.245.853;6.617.439.623;2.734.688.394
World;2005;319.275.742;6.715.399.661;2.759.765.169
World;2006;325.423.765;6.810.380.134;2.813.638.267
World;2007;3.349.394.258;6.910.932.618;2.883.141.515
World;2008;3.379.883.912;6.992.027.031;2.938.983.933
World;2009;3.331.927.235;7.044.837.505;2.981.095.411
World;2010;3.490.145.821;7.168.871.248;3.005.246.879
World;2011;3.592.417.506;7.211.977.972;3.046.943.965
World;2012;3.642.181.438;7.298.598.616;31.050.351
Yemen;1990;6.844.032;2.971.623.473;2.299.171.942
Yemen;1991;8.485.024;2.890.776.887;217.025.099
Yemen;1992;9.109.376;29.652.703;2.229.100.039
Yemen;1993;8.119.376;3.040.293.714;2.260.439.087
Yemen;1994;8.469.376;3.047.287.127;2.260.698.135
Yemen;1995;9.882.272;311.905.054;2.294.467.183
Yemen;1996;1.008.296;3.228.237.932;2.365.611.333
Yemen;1997;10.865.552;3.359.575.324;2.538.795.484
Yemen;1998;11.747.232;3.508.742.716;2.646.819.635
Yemen;1999;13.195.472;3.596.130.108;2.686.623.785
Yemen;2000;1.390.616;37.102.475;2.765.727.936
Yemen;2001;15.123.792;3.868.257.875;2.910.260.373
Yemen;2002;15.206.768;3.926.138.249;2.908.302.809
Yemen;2003;1.743.944;4.276.858.624;3.127.215.246
Yemen;2004;1.843.944;4.339.298.998;3.260.307.683
Yemen;2005;19.423.104;4.402.479.373;323.005.012
Yemen;2006;194.328;4.500.927.086;335.260.089
Yemen;2007;217.982;4.660.104.799;3.616.751.661
Yemen;2008;22.524.438;4.796.832.512;3.638.912.432
Yemen;2009;24.376.672;4.909.100.225;3.693.473.203
Yemen;2010;26.371.694;4.981.737.938;3.838.333.973
Yemen;2011;21.933.492;510.590.909;3.826.262.457
Yemen;2012;2.053.858;5.176.060.241;386.909.094
Zambia;1990;64.009.526;2.265.583.906;2.958.310.535
Zambia;1991;6.413.557;2.279.684.569;2.918.812
